uni_lemma,language
cake,Russian
sugar,Russian
berry,Russian
back (body part),Russian
bunny,Russian
moon,Russian
mushroom,Russian
pajamas,Russian
box,Russian
yogurt,Russian
room,Russian
stairs,Russian
compote,Russian
bottle,Russian
pig,Russian
grapes,Russian
mosquito,Russian
face,Russian
ice cream,Russian
song,Russian
vacuum,Russian
chick,Russian
salt,Russian
kitchen,Russian
scissors,Russian
giraffe,Russian
neck,Russian
dress (object),Russian
hippopotamus,Russian
mirror,Russian
pot,Russian
elevator,Russian
picture,Russian
closet,Russian
goat,Russian
sour cream,Russian
rooster,Russian
sheep,Russian
donkey,Russian
yogurt drink,Russian
nail (body part),Russian
refrigerator,Russian
top,Russian
rake (object),Russian
hammer,Russian
spade,Russian
tangerine,Russian
eyebrow,Russian
pill,Russian
sparrow,Russian
piglet,Russian
glove,Russian
window,Russian
glass,Russian
brush (object),Russian
locomotive,Russian
carpet,Russian
coffee,Russian
cottage cheese,Russian
rice,Russian
cloud,Russian
bench,Russian
corridor,Russian
wallet,Russian
shampoo,Russian
broom,Russian
helicopter,Russian
play dough,Russian
ice,Russian
armchair,Russian
album,Russian
washing machine,Russian
frost,Russian
shoe,Russian
medicine,Russian
snowman,Russian
dish,Russian
food,Russian
pie,Russian
vitamin,Russian
knee,Russian
shorts,Russian
raspberry,Russian
honey,Russian
star,Russian
truck,Russian
snowsuit,Russian
stove,Russian
mold,Russian
jam,Russian
peas,Russian
nail (object),Russian
marker,Russian
lollipop,Russian
beads,Russian
chips,Russian
dustpan,Russian
sink,Russian
glue (object),Russian
plum,Russian
eyelash,Russian
kiwi,Russian
balcony,Russian
camera,Russian
computer,Russian
raisin,Russian
beet,Russian
bush,Russian
basket,Russian
clothes,Russian
corn,Russian
furniture,Russian
palm,Russian
puzzle,Russian
icicle,Russian
voice recorder,Russian
mop (object),Russian
oven,Russian
shoulder,Russian
coin,Russian
fruit,Russian
firetruck,Russian
radio,Russian
birch,Russian
tea,Kiswahili
bug,Kiswahili
water (beverage),Kiswahili
potato,Kiswahili
car,Kiswahili
bread,Kiswahili
yum yum,Kiswahili
ball,Kiswahili
goat,Kiswahili
mango,Kiswahili
cup,Kiswahili
milk,Kiswahili
cat,Kiswahili
porridge,Kiswahili
spoon,Kiswahili
banana,Kiswahili
cookie,Kiswahili
meat,Kiswahili
water (not beverage),Kiswahili
chicken (animal),Kiswahili
medicine,Kiswahili
book,Kiswahili
sweets,Kiswahili
tortilla,Kiswahili
ice,Kiswahili
knife,Kiswahili
money,Kiswahili
bottle,Kiswahili
breast,Kiswahili
comb (object),Kiswahili
bed,Kiswahili
dish,Kiswahili
soda,Kiswahili
sand,Kiswahili
fish (food),Kiswahili
pen,Kiswahili
food,Kiswahili
lip,Kiswahili
hand,Kiswahili
soap,Kiswahili
plate,Kiswahili
doll,Kiswahili
broom,Kiswahili
bun,Kiswahili
penny,Kiswahili
clothes,Kiswahili
fish (animal),Kiswahili
orange (food),Kiswahili
hat,Kiswahili
shoe,Kiswahili
cow,Kiswahili
bicycle,Kiswahili
toothbrush,Kiswahili
salt,Kiswahili
eye,Kiswahili
telephone,Kiswahili
rice,Kiswahili
tummy,Kiswahili
door,Kiswahili
stick,Kiswahili
paper,Kiswahili
airplane,Kiswahili
hair,Kiswahili
leg,Kiswahili
tomato,Kiswahili
head,Kiswahili
pepper,Kiswahili
beans,Kiswahili
lamp,Kiswahili
table,Kiswahili
toe,Kiswahili
radio,Kiswahili
orange juice,Kiswahili
trash,Kiswahili
chair,Kiswahili
sandal,Kiswahili
bowl,Kiswahili
rain,Kiswahili
balloon,Kiswahili
cake,Kiswahili
pants,Kiswahili
chicken (food),Kiswahili
gum,Kiswahili
picture,Kiswahili
bag,Kiswahili
potty,Kiswahili
chips,Kiswahili
corn,Kiswahili
stone,Kiswahili
glass,Kiswahili
dress (object),Kiswahili
sock,Kiswahili
penis,Kiswahili
bucket,Kiswahili
coconut,Kiswahili
flower,Kiswahili
shovel,Kiswahili
ear,Kiswahili
key,Kiswahili
peanut,Kiswahili
road,Kiswahili
soup,Kiswahili
samosa,Kiswahili
dog,Kiswahili
kitchen,Kiswahili
sauce,Kiswahili
toilet,Kiswahili
push,Kiswahili
egg,Kiswahili
brush (object),Kiswahili
shirt,Kiswahili
tooth,Kiswahili
pipe,Kiswahili
sun,Kiswahili
rope,Kiswahili
clock,Kiswahili
butter,Kiswahili
pillow,Kiswahili
window,Kiswahili
crow,Kiswahili
french fries,Kiswahili
duck,Kiswahili
hole,Kiswahili
motorcycle,Kiswahili
closet,Kiswahili
sardine,Kiswahili
tv,Kiswahili
boots,Kiswahili
chalk,Kiswahili
cassava,Kiswahili
sweater,Kiswahili
nose,Kiswahili
mouse,Kiswahili
shark,Kiswahili
mug,Kiswahili
sidewalk,Kiswahili
tree,Kiswahili
mosquito,Kiswahili
nail (body part),Kiswahili
machete,Kiswahili
mat,Kiswahili
face,Kiswahili
grass,Kiswahili
glasses,Kiswahili
avocado,Kiswahili
papaya,Kiswahili
box,Kiswahili
stool,Kiswahili
board game,Kiswahili
carrot,Kiswahili
popcorn,Kiswahili
snake,Kiswahili
spade,Kiswahili
scissors,Kiswahili
butt,Kiswahili
fly (animal),Kiswahili
basket,Kiswahili
couch,Kiswahili
towel,Kiswahili
pasta,Kiswahili
bird,Kiswahili
bedroom,Kiswahili
balcony,Kiswahili
frog,Kiswahili
bathroom,Kiswahili
and,Kiswahili
diaper,Kiswahili
back (body part),Kiswahili
chocolate,Kiswahili
moon,Kiswahili
earring,Kiswahili
time,Kiswahili
animal,Kiswahili
sheet,Kiswahili
stairs,Kiswahili
peas,Kiswahili
wind,Kiswahili
cart,Kiswahili
swing (object),Kiswahili
skirt,Kiswahili
shawl,Kiswahili
game,Kiswahili
fork,Kiswahili
bus,Kiswahili
wall,Kiswahili
gun,Kiswahili
refrigerator,Kiswahili
bib,Kiswahili
button,Kiswahili
belly button,Kiswahili
cook,Kiswahili
ant,Kiswahili
cheek,Kiswahili
carpet,Kiswahili
tongue,Kiswahili
knee,Kiswahili
apple,Kiswahili
monkey,Kiswahili
cockroach,Kiswahili
remote control,Kiswahili
horse,Kiswahili
chin,Kiswahili
floor,Kiswahili
t-shirt,Kiswahili
roof,Kiswahili
shoulder,Kiswahili
coffee,Kiswahili
turtle,Kiswahili
coat,Kiswahili
jeans,Kiswahili
beads,Kiswahili
truck,Kiswahili
hammer,Kiswahili
bracelet,Kiswahili
ice cream,Kiswahili
drink (beverage),Kiswahili
shorts,Kiswahili
jam,Kiswahili
sheep,Kiswahili
star,Kiswahili
elephant,Kiswahili
suit,Kiswahili
zipper,Kiswahili
bubbles,Kiswahili
jacket,Kiswahili
hen,Kiswahili
can opener,Kiswahili
cloud,Kiswahili
pencil,Kiswahili
toast,Kiswahili
letter,Kiswahili
tractor,Kiswahili
boat,Kiswahili
watermelon,Kiswahili
donkey,Kiswahili
present,Kiswahili
bee,Kiswahili
spider,Kiswahili
palm,Kiswahili
lion,Kiswahili
bunny,Kiswahili
camera,Kiswahili
scarf,Kiswahili
ginger,Kiswahili
foot,Kiswahili
butterfly,Kiswahili
goose,Kiswahili
story,Kiswahili
underpants,Kiswahili
bat (animal),Kiswahili
train,Kiswahili
fruit,Kiswahili
glue (object),Kiswahili
hose,Kiswahili
light (object),Kiswahili
helicopter,Kiswahili
zebra,Kiswahili
blanket,Kiswahili
lizard,Kiswahili
puppy,Kiswahili
ship,Kiswahili
toilet paper,Kiswahili
milk,Mandarin (Taiwanese)
dog,Mandarin (Taiwanese)
car,Mandarin (Taiwanese)
water (beverage),Mandarin (Taiwanese)
ball,Mandarin (Taiwanese)
shoe,Mandarin (Taiwanese)
fish (animal),Mandarin (Taiwanese)
cat,Mandarin (Taiwanese)
hand,Mandarin (Taiwanese)
flower,Mandarin (Taiwanese)
diaper,Mandarin (Taiwanese)
eye,Mandarin (Taiwanese)
rice,Mandarin (Taiwanese)
foot,Mandarin (Taiwanese)
bird,Mandarin (Taiwanese)
mouth,Mandarin (Taiwanese)
telephone,Mandarin (Taiwanese)
noodles,Mandarin (Taiwanese)
ear,Mandarin (Taiwanese)
breast,Mandarin (Taiwanese)
pants,Mandarin (Taiwanese)
duck,Mandarin (Taiwanese)
nose,Mandarin (Taiwanese)
sock,Mandarin (Taiwanese)
head,Mandarin (Taiwanese)
hat,Mandarin (Taiwanese)
cookie,Mandarin (Taiwanese)
chair,Mandarin (Taiwanese)
teddybear,Mandarin (Taiwanese)
butt,Mandarin (Taiwanese)
airplane,Mandarin (Taiwanese)
pen,Mandarin (Taiwanese)
rain,Mandarin (Taiwanese)
book,Mandarin (Taiwanese)
door,Mandarin (Taiwanese)
chicken (animal),Mandarin (Taiwanese)
medicine,Mandarin (Taiwanese)
hair,Mandarin (Taiwanese)
tv,Mandarin (Taiwanese)
bread,Mandarin (Taiwanese)
tummy,Mandarin (Taiwanese)
egg,Mandarin (Taiwanese)
banana,Mandarin (Taiwanese)
cup,Mandarin (Taiwanese)
apple,Mandarin (Taiwanese)
toothbrush,Mandarin (Taiwanese)
slide (object),Mandarin (Taiwanese)
tooth,Mandarin (Taiwanese)
balloon,Mandarin (Taiwanese)
money,Mandarin (Taiwanese)
candy,Mandarin (Taiwanese)
spoon,Mandarin (Taiwanese)
pig,Mandarin (Taiwanese)
horse,Mandarin (Taiwanese)
meat,Mandarin (Taiwanese)
soup,Mandarin (Taiwanese)
sheep,Mandarin (Taiwanese)
pudding,Mandarin (Taiwanese)
cow,Mandarin (Taiwanese)
kefir,Mandarin (Taiwanese)
elephant,Mandarin (Taiwanese)
toy (object),Mandarin (Taiwanese)
doll,Mandarin (Taiwanese)
bunny,Mandarin (Taiwanese)
glasses,Mandarin (Taiwanese)
bowl,Mandarin (Taiwanese)
butterfly,Mandarin (Taiwanese)
tree,Mandarin (Taiwanese)
train,Mandarin (Taiwanese)
face,Mandarin (Taiwanese)
key,Mandarin (Taiwanese)
cake,Mandarin (Taiwanese)
bug,Mandarin (Taiwanese)
grapes,Mandarin (Taiwanese)
strawberry,Mandarin (Taiwanese)
straw,Mandarin (Taiwanese)
motorcycle,Mandarin (Taiwanese)
bubbles,Mandarin (Taiwanese)
umbrella,Mandarin (Taiwanese)
blanket,Mandarin (Taiwanese)
corn,Mandarin (Taiwanese)
tissue,Mandarin (Taiwanese)
bed,Mandarin (Taiwanese)
table,Mandarin (Taiwanese)
belly button,Mandarin (Taiwanese)
truck,Mandarin (Taiwanese)
melon,Mandarin (Taiwanese)
bicycle,Mandarin (Taiwanese)
tiger,Mandarin (Taiwanese)
trash,Mandarin (Taiwanese)
monkey,Mandarin (Taiwanese)
pillow,Mandarin (Taiwanese)
penis,Mandarin (Taiwanese)
moon,Mandarin (Taiwanese)
star,Mandarin (Taiwanese)
sun,Mandarin (Taiwanese)
lamp,Mandarin (Taiwanese)
frog,Mandarin (Taiwanese)
chopstick,Mandarin (Taiwanese)
sticker,Mandarin (Taiwanese)
toilet,Mandarin (Taiwanese)
ant,Mandarin (Taiwanese)
penguin,Mandarin (Taiwanese)
chocolate,Mandarin (Taiwanese)
mosquito,Mandarin (Taiwanese)
stairs,Mandarin (Taiwanese)
rock (object),Mandarin (Taiwanese)
finger,Mandarin (Taiwanese)
mouse,Mandarin (Taiwanese)
slipper,Mandarin (Taiwanese)
boat,Mandarin (Taiwanese)
vegetable,Mandarin (Taiwanese)
paper,Mandarin (Taiwanese)
turtle,Mandarin (Taiwanese)
towel,Mandarin (Taiwanese)
comb (object),Mandarin (Taiwanese)
jacket,Mandarin (Taiwanese)
ice cream,Mandarin (Taiwanese)
computer,Mandarin (Taiwanese)
scissors,Mandarin (Taiwanese)
refrigerator,Mandarin (Taiwanese)
button,Mandarin (Taiwanese)
fan,Mandarin (Taiwanese)
room,Mandarin (Taiwanese)
carrot,Mandarin (Taiwanese)
purse,Mandarin (Taiwanese)
giraffe,Mandarin (Taiwanese)
blocks,Mandarin (Taiwanese)
remote control,Mandarin (Taiwanese)
potty,Mandarin (Taiwanese)
juice,Mandarin (Taiwanese)
garbage,Mandarin (Taiwanese)
shrimp,Mandarin (Taiwanese)
eyebrow,Mandarin (Taiwanese)
mirror,Mandarin (Taiwanese)
sugar,Mandarin (Taiwanese)
bus,Mandarin (Taiwanese)
lion,Mandarin (Taiwanese)
french fries,Mandarin (Taiwanese)
guava,Mandarin (Taiwanese)
photo,Mandarin (Taiwanese)
digger,Mandarin (Taiwanese)
neck,Mandarin (Taiwanese)
leaf,Mandarin (Taiwanese)
tongue,Mandarin (Taiwanese)
fruit,Mandarin (Taiwanese)
toothpaste,Mandarin (Taiwanese)
tangerine,Mandarin (Taiwanese)
broom,Mandarin (Taiwanese)
nail (body part),Mandarin (Taiwanese)
tomato,Mandarin (Taiwanese)
camera,Mandarin (Taiwanese)
swing (object),Mandarin (Taiwanese)
vest,Mandarin (Taiwanese)
dryer,Mandarin (Taiwanese)
clock,Mandarin (Taiwanese)
window,Mandarin (Taiwanese)
crab,Mandarin (Taiwanese)
orange (food),Mandarin (Taiwanese)
tea,Mandarin (Taiwanese)
zipper,Mandarin (Taiwanese)
pencil,Mandarin (Taiwanese)
dumpling,Mandarin (Taiwanese)
raisin,Mandarin (Taiwanese)
soap,Mandarin (Taiwanese)
bee,Mandarin (Taiwanese)
bag,Mandarin (Taiwanese)
porridge,Mandarin (Taiwanese)
helmet,Mandarin (Taiwanese)
air conditioner,Mandarin (Taiwanese)
mitten,Mandarin (Taiwanese)
ambulance,Mandarin (Taiwanese)
lollipop,Mandarin (Taiwanese)
jelly,Mandarin (Taiwanese)
traffic light,Mandarin (Taiwanese)
snake,Mandarin (Taiwanese)
soy milk,Mandarin (Taiwanese)
shirt,Mandarin (Taiwanese)
cd,Mandarin (Taiwanese)
bun,Mandarin (Taiwanese)
drink (beverage),Mandarin (Taiwanese)
puzzle,Mandarin (Taiwanese)
seesaw,Mandarin (Taiwanese)
papaya,Mandarin (Taiwanese)
bib,Mandarin (Taiwanese)
cockroach,Mandarin (Taiwanese)
kitchen,Mandarin (Taiwanese)
elevator,Mandarin (Taiwanese)
snail,Mandarin (Taiwanese)
knife,Mandarin (Taiwanese)
underpants,Mandarin (Taiwanese)
alligator,Mandarin (Taiwanese)
toast,Mandarin (Taiwanese)
grass,Mandarin (Taiwanese)
living room,Mandarin (Taiwanese)
mask,Mandarin (Taiwanese)
zebra,Mandarin (Taiwanese)
drawer,Mandarin (Taiwanese)
washing machine,Mandarin (Taiwanese)
plate,Mandarin (Taiwanese)
peanut,Mandarin (Taiwanese)
hippopotamus,Mandarin (Taiwanese)
stroller,Mandarin (Taiwanese)
taxi,Mandarin (Taiwanese)
crayon,Mandarin (Taiwanese)
wind,Mandarin (Taiwanese)
wolf,Mandarin (Taiwanese)
hamburger,Mandarin (Taiwanese)
dolphin,Mandarin (Taiwanese)
floor,Mandarin (Taiwanese)
donut,Mandarin (Taiwanese)
soda,Mandarin (Taiwanese)
caterpillar,Mandarin (Taiwanese)
spider,Mandarin (Taiwanese)
firetruck,Mandarin (Taiwanese)
chicken (food),Mandarin (Taiwanese)
bathroom,Mandarin (Taiwanese)
robot,Mandarin (Taiwanese)
fork,Mandarin (Taiwanese)
road,Mandarin (Taiwanese)
bottle,Mandarin (Taiwanese)
couch,Mandarin (Taiwanese)
rooster,Mandarin (Taiwanese)
back (body part),Mandarin (Taiwanese)
kite,Mandarin (Taiwanese)
sandal,Mandarin (Taiwanese)
coffee,Mandarin (Taiwanese)
clam,Mandarin (Taiwanese)
sausage,Mandarin (Taiwanese)
dress (object),Mandarin (Taiwanese)
sneaker,Mandarin (Taiwanese)
sand,Mandarin (Taiwanese)
coin,Mandarin (Taiwanese)
cherry,Mandarin (Taiwanese)
pizza,Mandarin (Taiwanese)
drum (object),Mandarin (Taiwanese)
box,Mandarin (Taiwanese)
sky,Mandarin (Taiwanese)
thunder,Mandarin (Taiwanese)
lip,Mandarin (Taiwanese)
pot,Mandarin (Taiwanese)
mop (object),Mandarin (Taiwanese)
shorts,Mandarin (Taiwanese)
animal,Mandarin (Taiwanese)
bucket,Mandarin (Taiwanese)
coke,Mandarin (Taiwanese)
present,Mandarin (Taiwanese)
mud,Mandarin (Taiwanese)
crane,Mandarin (Taiwanese)
pear,Mandarin (Taiwanese)
helicopter,Mandarin (Taiwanese)
cloud,Mandarin (Taiwanese)
fly (animal),Mandarin (Taiwanese)
soy sauce,Mandarin (Taiwanese)
toe,Mandarin (Taiwanese)
sandwich,Mandarin (Taiwanese)
chin,Mandarin (Taiwanese)
nugget,Mandarin (Taiwanese)
shoulder,Mandarin (Taiwanese)
raincoat,Mandarin (Taiwanese)
sink,Mandarin (Taiwanese)
popsicle,Mandarin (Taiwanese)
popcorn,Mandarin (Taiwanese)
cupboard,Mandarin (Taiwanese)
basket,Mandarin (Taiwanese)
radio,Mandarin (Taiwanese)
brush (object),Mandarin (Taiwanese)
gum,Mandarin (Taiwanese)
kiwi,Mandarin (Taiwanese)
beads,Mandarin (Taiwanese)
bat (object),Mandarin (Taiwanese)
necklace,Mandarin (Taiwanese)
bedroom,Mandarin (Taiwanese)
knee,Mandarin (Taiwanese)
shark,Mandarin (Taiwanese)
plug,Mandarin (Taiwanese)
stick,Mandarin (Taiwanese)
deer,Mandarin (Taiwanese)
lemon,Mandarin (Taiwanese)
eagle,Mandarin (Taiwanese)
squirrel,Mandarin (Taiwanese)
rainbow,Mandarin (Taiwanese)
gun,Mandarin (Taiwanese)
pajamas,Mandarin (Taiwanese)
closet,Mandarin (Taiwanese)
hen,Mandarin (Taiwanese)
goose,Mandarin (Taiwanese)
jam,Mandarin (Taiwanese)
pigeon,Mandarin (Taiwanese)
water (beverage),Spanish (Peruvian)
bread,Spanish (Peruvian)
shoe,Spanish (Peruvian)
milk,Spanish (Peruvian)
goal,Spanish (Peruvian)
balloon,Spanish (Peruvian)
food,Spanish (Peruvian)
dog,Spanish (Peruvian)
hand,Spanish (Peruvian)
egg,Spanish (Peruvian)
rice,Spanish (Peruvian)
cat,Spanish (Peruvian)
ball,Spanish (Peruvian)
duck,Spanish (Peruvian)
car,Spanish (Peruvian)
potato,Spanish (Peruvian)
cracker,Spanish (Peruvian)
eye,Spanish (Peruvian)
nose,Spanish (Peruvian)
light (object),Spanish (Peruvian)
foot,Spanish (Peruvian)
house,Spanish (Peruvian)
street,Spanish (Peruvian)
bed,Spanish (Peruvian)
yogurt,Spanish (Peruvian)
butt,Spanish (Peruvian)
cow,Spanish (Peruvian)
chicken (food),Spanish (Peruvian)
diaper,Spanish (Peruvian)
plantain,Spanish (Peruvian)
tights,Spanish (Peruvian)
juice,Spanish (Peruvian)
bath,Spanish (Peruvian)
ear,Spanish (Peruvian)
airplane,Spanish (Peruvian)
sun,Spanish (Peruvian)
horse,Spanish (Peruvian)
apple,Spanish (Peruvian)
tooth,Spanish (Peruvian)
tummy,Spanish (Peruvian)
chicken (animal),Spanish (Peruvian)
lion,Spanish (Peruvian)
t-shirt,Spanish (Peruvian)
telephone,Spanish (Peruvian)
trash,Spanish (Peruvian)
soap,Spanish (Peruvian)
tv,Spanish (Peruvian)
park,Spanish (Peruvian)
pants,Spanish (Peruvian)
moon,Spanish (Peruvian)
elephant,Spanish (Peruvian)
finger,Spanish (Peruvian)
pigeon,Spanish (Peruvian)
door,Spanish (Peruvian)
teddybear,Spanish (Peruvian)
soup,Spanish (Peruvian)
toothbrush,Spanish (Peruvian)
tree,Spanish (Peruvian)
table,Spanish (Peruvian)
toy (object),Spanish (Peruvian)
comb (object),Spanish (Peruvian)
bunny,Spanish (Peruvian)
train,Spanish (Peruvian)
arm,Spanish (Peruvian)
fish (animal),Spanish (Peruvian)
spoon,Spanish (Peruvian)
pig,Spanish (Peruvian)
face,Spanish (Peruvian)
hat,Spanish (Peruvian)
camera,Spanish (Peruvian)
spider,Spanish (Peruvian)
fruit,Spanish (Peruvian)
book,Spanish (Peruvian)
bottle,Spanish (Peruvian)
tongue,Spanish (Peruvian)
clothes,Spanish (Peruvian)
paper,Spanish (Peruvian)
cup,Spanish (Peruvian)
key,Spanish (Peruvian)
star,Spanish (Peruvian)
motorcycle,Spanish (Peruvian)
flower,Spanish (Peruvian)
plate,Spanish (Peruvian)
sheep,Spanish (Peruvian)
orange (food),Spanish (Peruvian)
meat,Spanish (Peruvian)
chocolate,Spanish (Peruvian)
frog,Spanish (Peruvian)
pasta,Spanish (Peruvian)
room,Spanish (Peruvian)
giraffe,Spanish (Peruvian)
ice,Spanish (Peruvian)
turtle,Spanish (Peruvian)
sweater,Spanish (Peruvian)
cheese,Spanish (Peruvian)
doll,Spanish (Peruvian)
earring,Spanish (Peruvian)
grapes,Spanish (Peruvian)
belly button,Spanish (Peruvian)
neck,Spanish (Peruvian)
dinosaur,Spanish (Peruvian)
parrot,Spanish (Peruvian)
towel,Spanish (Peruvian)
candy,Spanish (Peruvian)
glasses,Spanish (Peruvian)
kitchen,Spanish (Peruvian)
floor,Spanish (Peruvian)
sand,Spanish (Peruvian)
computer,Spanish (Peruvian)
pool,Spanish (Peruvian)
pacifier,Spanish (Peruvian)
passion fruit,Spanish (Peruvian)
crocodile,Spanish (Peruvian)
fish (food),Spanish (Peruvian)
sea,Spanish (Peruvian)
wolf,Spanish (Peruvian)
taxi,Spanish (Peruvian)
radio,Spanish (Peruvian)
sky,Spanish (Peruvian)
jacket,Spanish (Peruvian)
leg,Spanish (Peruvian)
pillow,Spanish (Peruvian)
ladder,Spanish (Peruvian)
boat,Spanish (Peruvian)
bird,Spanish (Peruvian)
bee,Spanish (Peruvian)
tiger,Spanish (Peruvian)
window,Spanish (Peruvian)
ant,Spanish (Peruvian)
broom,Spanish (Peruvian)
lemon,Spanish (Peruvian)
pajamas,Spanish (Peruvian)
sugar,Spanish (Peruvian)
watch (object),Spanish (Peruvian)
nursery,Spanish (Peruvian)
stick,Spanish (Peruvian)
knee,Spanish (Peruvian)
lotion,Spanish (Peruvian)
button,Spanish (Peruvian)
papaya,Spanish (Peruvian)
drum (object),Spanish (Peruvian)
drawer,Spanish (Peruvian)
snail,Spanish (Peruvian)
fork,Spanish (Peruvian)
tomato,Spanish (Peruvian)
cradle,Spanish (Peruvian)
pen/pencil,Spanish (Peruvian)
guitar,Spanish (Peruvian)
snake,Spanish (Peruvian)
cereal,Spanish (Peruvian)
party,Spanish (Peruvian)
chips,Spanish (Peruvian)
shower,Spanish (Peruvian)
avocado,Spanish (Peruvian)
pear,Spanish (Peruvian)
stroller,Spanish (Peruvian)
suburb,Spanish (Peruvian)
nail (body part),Spanish (Peruvian)
truck,Spanish (Peruvian)
carrot,Spanish (Peruvian)
octopus,Spanish (Peruvian)
worm,Spanish (Peruvian)
bus,Spanish (Peruvian)
football,Spanish (Peruvian)
plant,Spanish (Peruvian)
mirror,Spanish (Peruvian)
pizza,Spanish (Peruvian)
mouse,Spanish (Peruvian)
coin,Spanish (Peruvian)
clown,Spanish (Peruvian)
beach,Spanish (Peruvian)
living room,Spanish (Peruvian)
knife,Spanish (Peruvian)
rain,Spanish (Peruvian)
donkey,Spanish (Peruvian)
stone,Spanish (Peruvian)
helicopter,Spanish (Peruvian)
strawberry,Spanish (Peruvian)
guinea pig,Spanish (Peruvian)
cake,Spanish (Peruvian)
puzzle,Spanish (Peruvian)
cloud,Spanish (Peruvian)
bathtub,Spanish (Peruvian)
syrup,Spanish (Peruvian)
faucet,Spanish (Peruvian)
scissors,Spanish (Peruvian)
yard,Spanish (Peruvian)
fox,Spanish (Peruvian)
slipper,Spanish (Peruvian)
zebra,Spanish (Peruvian)
sweet potato,Spanish (Peruvian)
animal,Spanish (Peruvian)
hammer,Spanish (Peruvian)
store,Spanish (Peruvian)
watermelon,Spanish (Peruvian)
shorts,Spanish (Peruvian)
bicycle,Spanish (Peruvian)
bull,Spanish (Peruvian)
pineapple,Spanish (Peruvian)
bucket,Spanish (Peruvian)
school,Spanish (Peruvian)
dress (object),Spanish (Peruvian)
belt,Spanish (Peruvian)
couch,Spanish (Peruvian)
swing (object),Spanish (Peruvian)
lip,Spanish (Peruvian)
bib,Spanish (Peruvian)
eyebrow,Spanish (Peruvian)
potty,Spanish (Peruvian)
piano,Spanish (Peruvian)
broccoli,Spanish (Peruvian)
ambulance,Spanish (Peruvian)
beard,Spanish (Peruvian)
skirt,Spanish (Peruvian)
carousel,Spanish (Peruvian)
grass,Spanish (Peruvian)
skate (object),Spanish (Peruvian)
puree,Spanish (Peruvian)
llama,Spanish (Peruvian)
medicine,Spanish (Peruvian)
refrigerator,Spanish (Peruvian)
trampoline,Spanish (Peruvian)
market,Spanish (Peruvian)
wheel,Spanish (Peruvian)
ham,Spanish (Peruvian)
beans,Spanish (Peruvian)
tractor,Spanish (Peruvian)
glove,Spanish (Peruvian)
olive,Spanish (Peruvian)
bracelet,Spanish (Peruvian)
lettuce,Spanish (Peruvian)
bank,Spanish (Peruvian)
slide (object),Spanish (Peruvian)
brush (object),Spanish (Peruvian)
police car,Spanish (Peruvian)
mustache,Spanish (Peruvian)
shovel,Spanish (Peruvian)
crane,Spanish (Peruvian)
washing machine,Spanish (Peruvian)
painting,Spanish (Peruvian)
bug,Spanish (Peruvian)
swimsuit,Spanish (Peruvian)
plug,Spanish (Peruvian)
seesaw,Spanish (Peruvian)
zipper,Spanish (Peruvian)
spinach,Spanish (Peruvian)
pelican,Spanish (Peruvian)
rat,Spanish (Peruvian)
tricycle,Spanish (Peruvian)
porridge,Spanish (Peruvian)
snow,Spanish (Peruvian)
video,Spanish (Peruvian)
hot chocolate,Spanish (Peruvian)
alphabet,Spanish (Peruvian)
chin,Spanish (Peruvian)
hill,Spanish (Peruvian)
mountain,Spanish (Peruvian)
melon,Spanish (Peruvian)
hot dog,Spanish (Peruvian)
seagull,Spanish (Peruvian)
sponge,Spanish (Peruvian)
zoo,Spanish (Peruvian)
garage,Spanish (Peruvian)
cushion,Spanish (Peruvian)
plaza,Spanish (Peruvian)
country,Spanish (Peruvian)
hamburger,Spanish (Peruvian)
sandwich,Spanish (Peruvian)
microwave,Spanish (Peruvian)
panther,Spanish (Peruvian)
tortilla,Spanish (Peruvian)
balcony,Spanish (Peruvian)
blender,Spanish (Peruvian)
laundry,Spanish (Peruvian)
rake (object),Spanish (Peruvian)
sausage,Spanish (Peruvian)
corridor,Spanish (Peruvian)
croquette,Spanish (Peruvian)
racket,Spanish (Peruvian)
bathroom,Spanish (Peruvian)
onesie,Spanish (Peruvian)
water (beverage),Spanish (European)
bread,Spanish (European)
cookie,Spanish (European)
pacifier,Spanish (European)
ball,Spanish (European)
car,Spanish (European)
potato,Spanish (European)
light (object),Spanish (European)
shoe,Spanish (European)
foot,Spanish (European)
yogurt,Spanish (European)
dog,Spanish (European)
hand,Spanish (European)
bottle,Spanish (European)
cat,Spanish (European)
eye,Spanish (European)
motorcycle,Spanish (European)
nose,Spanish (European)
balloon,Spanish (European)
meat,Spanish (European)
sock,Spanish (European)
butt,Spanish (European)
milk,Spanish (European)
duck,Spanish (European)
cow,Spanish (European)
book,Spanish (European)
horse,Spanish (European)
train,Spanish (European)
airplane,Spanish (European)
juice,Spanish (European)
bed,Spanish (European)
fish (animal),Spanish (European)
diaper,Spanish (European)
spoon,Spanish (European)
chair,Spanish (European)
goal,Spanish (European)
tooth,Spanish (European)
teddybear,Spanish (European)
chocolate,Spanish (European)
face,Spanish (European)
hat,Spanish (European)
bicycle,Spanish (European)
finger,Spanish (European)
key,Spanish (European)
telephone,Spanish (European)
glass,Spanish (European)
door,Spanish (European)
bus,Spanish (European)
sneaker,Spanish (European)
ear,Spanish (European)
crib,Spanish (European)
candy,Spanish (European)
truck,Spanish (European)
chips,Spanish (European)
paper,Spanish (European)
lollipop,Spanish (European)
table,Spanish (European)
bird,Spanish (European)
ham,Spanish (European)
